AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015763979.1	GASU01040922.1	adi_EST_assem_6683	NA	NA	c008467	NA	Contig_38959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015763994.1	GASU01075453.1	adi_EST_assem_2884	NA	NA	c009363	NA	Contig_18699	NA	comp280_c13_seq692	comp103971_c0_seq1	comp60323_c0_seq1	NA	comp38787_c0_seq1	NA	FX448433.1	Unigene37861_Mix_Normal_N	NA	bu_91849.1_c18146	c54537_g1_i1	NA	NA	Spi_isotig08292	comp257860_c0_seq4
XP_015763993.1	GASU01004287.1	adi_EST_assem_2165	comp74542_c0_seq1	NA	c018674	Locus_16167_Transcript_1/1_Confidence_1.0_Length_1300	Contig_15419	NA	comp67517_c0_seq1	NA	comp11621_c0_seq6	jgi|Nemve1|171009|estExt_gwp.C_1650041	comp43250_c0_seq1	NA	FX437065.1	NA	NA	bu_91849.1_c20123	c57216_g2_i2	comp4442_c0_seq1	comp149384_c0_seq1	NA	comp253239_c3_seq3
XP_015763995.1	GASU01079584.1	adi_EST_assem_11071	NA	contig145188	c005750	NA	NA	NA	NA	NA	NA	NA	NA	isotig03911	FX453322.1	Unigene20647_Mix_Normal_N	NA	NA	c49694_g1_i1	NA	NA	NA	NA
XP_015764001.1	GASU01089687.1	NA	NA	NA	NA	NA	NA	NA	NA	comp16389_c0_seq1	NA	NA	NA	isotig15429	FX475621.1	NA	NA	NA	c55991_g1_i3	NA	NA	Spi_isotig13195	comp258037_c0_seq7
XP_015764018.1	NA	NA	NA	NA	c003042	NA	Contig_7212	NA	NA	comp68095_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253994_c0_seq1
XP_015764002.1	NA	NA	comp22224_c0_seq2	NA	c003749	Locus_16164_Transcript_1/1_Confidence_1.0_Length_1882	Contig_5018	NA	comp8181_c0_seq1	NA	comp36965_c0_seq1	jgi|Nemve1|168924|estExt_gwp.C_1170009	comp10189_c0_seq1	NA	NA	NA	NA	NA	c57915_g1_i1	NA	NA	NA	comp256061_c0_seq2
XP_015764019.1	NA	adi_EST_assem_7436	NA	NA	c010083	NA	NA	NA	comp107220_c0_seq1	NA	NA	jgi|Nemve1|244288|estExt_fgenesh1_pg.C_1170004	NA	NA	FX470279.1	NA	NA	NA	c56837_g1_i4	NA	NA	NA	comp260417_c0_seq2
XP_015764003.1	GASU01040684.1	adi_EST_assem_5288	comp3115_c0_seq1	NA	c005394	NA	Contig_18982	NA	NA	comp34163_c0_seq2	NA	jgi|Nemve1|139208|e_gw.466.3.1	NA	NA	FX459715.1	NA	NA	NA	c56445_g1_i1	NA	NA	Spi_isotig04902	NA
XP_015764026.1	GASU01015807.1	NA	NA	NA	c012543	NA	Contig_2668	isotig04178	comp447_c0_seq2	NA	comp1013_c0_seq1	NA	comp46143_c0_seq1	isotig03379	NA	NA	NA	NA	c60121_g1_i12	comp1537_c0_seq1	comp3587_c0_seq1	NA	comp242459_c0_seq1
XP_015764027.1	GASU01031122.1	adi_EST_assem_7938	comp20615_c1_seq1	contig69588	c041443	Locus_5854_Transcript_2/2_Confidence_1.0_Length_530	NA	isotig24821	comp3002_c0_seq1	comp2312_c0_seq1	comp10630_c0_seq1	NA	NA	NA	NA	Unigene126748_Mix_Normal_N	c10352_g1_i1	NA	c57895_g2_i2	comp5911_c0_seq1	comp13321_c0_seq2	Spi_isotig13634	NA
XP_015764009.1	GASU01094405.1	adi_EST_assem_1148	NA	NA	c014623	NA	NA	NA	comp25189_c0_seq1	NA	NA	jgi|Nemve1|201051|fgenesh1_pg.scaffold_25000119	NA	NA	FX455588.1	NA	NA	NA	c42235_g1_i3	NA	NA	Spi_isotig02641	NA
XP_015764010.1	GASU01005468.1	adi_EST_assem_21394	comp207089_c0_seq1	NA	NA	NA	Contig_6047	isotig12238	comp25189_c0_seq4	comp36131_c0_seq1	NA	jgi|Nemve1|240180|estExt_fgenesh1_pg.C_250118	NA	NA	FX439081.1	NA	NA	bu_91849.1_c19784	c183757_g1_i1	comp29815_c0_seq1	NA	NA	comp232986_c1_seq2
XP_015764029.1	GASU01091563.1	adi_EST_assem_20523	NA	NA	c020221	NA	Contig_2461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764012.1	NA	NA	NA	NA	c005367	NA	Contig_4739	NA	NA	comp270901_c0_seq1	comp87995_c0_seq1	jgi|Nemve1|22904|gw.77.55.1	comp36941_c0_seq1	NA	FX439076.1	NA	NA	NA	NA	NA	NA	NA	comp259385_c0_seq1
XP_015764033.1	NA	NA	NA	NA	c030255	Locus_14709_Transcript_1/1_Confidence_1.0_Length_709	Contig_14059	NA	comp62242_c0_seq2	comp17674_c0_seq1	NA	NA	NA	NA	FX473569.1	Unigene66053_Mix_Normal_N	c10468_g1_i1	bu_91849.1_c43772	c46196_g1_i1	comp53470_c0_seq1	NA	NA	comp242346_c0_seq1
XP_015764043.1	GASU01080291.1	adi_EST_assem_11291	comp46029_c0_seq1	NA	c011974	NA	Contig_13752	NA	comp12316_c0_seq1	NA	NA	jgi|Nemve1|237299|estExt_fgenesh1_kg.C_1680002	comp43845_c0_seq1	isotig09098	FX456083.1	NA	NA	NA	c57039_g1_i2	NA	NA	NA	NA
XP_015764106.1	GASU01028328.1	adi_EST_assem_16205	NA	NA	c016878	NA	Contig_38686	NA	NA	NA	NA	NA	NA	NA	FX468862.1	NA	NA	NA	c31794_g1_i1	NA	NA	NA	NA
XP_015764108.1	NA	NA	NA	NA	NA	NA	NA	NA	comp52028_c0_seq1	NA	comp2546_c1_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp18098_c0_seq1	NA	Spi_isotig01971	NA
XP_015764128.1	GASU01094942.1	adi_EST_assem_4216	comp99784_c0_seq1	NA	c026259	NA	Contig_10001	NA	NA	NA	comp195586_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c13695_g1_i1	NA	comp31531_c0_seq5	NA	NA
XP_015764127.1	GASU01095118.1	NA	NA	NA	c019780	NA	Contig_33199	NA	NA	NA	NA	jgi|Nemve1|194069|estExt_GenewiseH_1.C_3380029	NA	NA	FX462327.1	NA	NA	NA	c52555_g1_i1	NA	NA	NA	NA
XP_015764130.1	NA	adi_EST_assem_27088	NA	NA	NA	NA	NA	NA	NA	comp94045_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	c157305_g1_i1	comp43540_c0_seq1	NA	NA	NA
XP_015764131.1	GASU01084942.1	adi_EST_assem_2143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp46311_c0_seq1	NA	FX447860.1	NA	NA	NA	c60551_g1_i1	NA	NA	NA	comp261317_c0_seq1
XP_015764133.1	GASU01048940.1	adi_EST_assem_18505	NA	NA	c007777	NA	NA	NA	NA	NA	NA	jgi|Nemve1|161317|estExt_gwp.C_200113	comp23811_c0_seq1	NA	FX503309.1	NA	NA	NA	c60207_g3_i3	NA	NA	Spi_isotig05434	comp241198_c0_seq1
XP_015764136.1	NA	NA	NA	NA	NA	NA	Contig_8157	NA	comp52098_c0_seq1	comp98663_c0_seq1	NA	NA	NA	NA	FX445658.1	NA	NA	NA	c52074_g1_i2	NA	NA	NA	NA
XP_015764156.1	GASU01023268.1	NA	NA	NA	NA	NA	NA	NA	NA	comp145119_c0_seq1	NA	NA	NA	NA	NA	NA	c12523_g1_i1	NA	NA	comp66895_c0_seq1	NA	NA	NA
XP_015764141.1	GASU01093790.1	NA	NA	contig150879_147331	c000013p	NA	NA	NA	NA	NA	comp6556_c0_seq18	NA	NA	NA	NA	CL1854.Contig1_Mix_Normal_N	NA	NA	NA	NA	comp4566_c0_seq3	NA	comp263263_c0_seq2
XP_015764160.1	GASU01014098.1	adi_EST_assem_10044	NA	NA	c003006	Locus_7325_Transcript_2/4_Confidence_1.0_Length_2083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764146.1	NA	NA	comp108580_c0_seq1	NA	c012306	NA	NA	NA	comp8358_c0_seq1	comp30300_c0_seq1	comp60693_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c42991_g1_i1	comp27255_c0_seq1	NA	NA	comp251080_c0_seq2
XP_015764189.1	GASU01085162.1	NA	NA	NA	c012116	NA	Contig_2681	NA	comp31674_c0_seq2	NA	comp22017_c0_seq7	jgi|Nemve1|31928|gw.314.51.1	comp20404_c0_seq2	NA	FX435301.1	Unigene19556_Mix_Normal_N	NA	NA	c53150_g1_i1	NA	NA	NA	comp243826_c0_seq1
XP_015764192.1	GASU01015222.1	adi_EST_assem_14493	NA	NA	c023358	NA	Contig_19254	isotig11101	comp7739_c0_seq1	comp2170_c0_seq1	comp1809_c2_seq1	NA	NA	isotig08781	NA	Unigene136158_Mix_Normal_N	c40164_g1_i1	NA	c15199_g1_i2	comp22808_c0_seq1	comp7629_c0_seq1	Spi_isotig03529	comp236792_c0_seq1
XP_015764215.1	GASU01030137.1	adi_EST_assem_7463	comp6517_c0_seq2	contig171661	NA	Locus_543_Transcript_4/4_Confidence_1.0_Length_575	Contig_24301	isotig12307	NA	comp1610_c0_seq1	comp14935_c0_seq1	jgi|Nemve1|240887|estExt_fgenesh1_pg.C_360050	comp43901_c0_seq1	isotig01053	NA	NA	c17766_g2_i1	NA	c52403_g1_i1	comp2298_c1_seq1	comp14978_c0_seq1	Spi_isotig09515	comp212376_c0_seq1
XP_015764225.1	GASU01026051.1	adi_EST_assem_20148	comp199619_c0_seq1	NA	c025123	NA	Contig_40835	NA	NA	comp33932_c0_seq1	comp39096_c0_seq1	jgi|Nemve1|215604|fgenesh1_pg.scaffold_232000018	NA	NA	FX448851.1	NA	NA	bu_91849.1_c19910	c45652_g1_i1	comp30883_c0_seq3	NA	Spi_isotig07762	comp242845_c0_seq2
XP_015764226.1	NA	adi_EST_assem_11377	NA	NA	c007198	NA	NA	NA	comp56985_c0_seq1	NA	NA	jgi|Nemve1|221254|fgenesh1_pg.scaffold_706000004	NA	NA	NA	NA	NA	NA	c59348_g1_i1	NA	NA	NA	comp244771_c0_seq1
XP_015764235.1	GASU01041531.1	adi_EST_assem_15083	comp2424_c0_seq2	NA	c013701	Locus_2764_Transcript_1/4_Confidence_1.0_Length_1718	Contig_37596	isotig10072	NA	comp17459_c0_seq1	NA	jgi|Nemve1|236179|estExt_fgenesh1_pm.C_5760001	comp12983_c0_seq1	NA	FX449813.1	NA	NA	bu_91849.1_c1092	c46793_g1_i1	NA	NA	Spi_isotig05572	comp250338_c0_seq1
XP_015764239.1	NA	adi_EST_assem_1924	NA	NA	c002059	NA	Contig_23767	NA	NA	comp33477_c0_seq1	NA	NA	NA	NA	FX436413.1	NA	NA	NA	c57004_g1_i1	NA	NA	NA	NA
XP_015764257.1	GASU01079966.1	adi_EST_assem_3298	NA	NA	c016766	NA	NA	NA	NA	comp9817_c0_seq1	NA	NA	comp31855_c0_seq1	NA	FX496725.1	NA	c10517_g1_i1	NA	c55918_g1_i1	comp7437_c0_seq1	NA	Spi_isotig08440	NA
XP_015764258.1	NA	NA	NA	NA	NA	NA	NA	NA	comp34920_c0_seq3	NA	NA	jgi|Nemve1|96329|e_gw.42.182.1	NA	NA	NA	Unigene72080_Mix_Normal_N	NA	bu_91849.1_c32668	NA	NA	NA	NA	comp240541_c0_seq1
XP_015764259.1	GASU01059508.1	adi_EST_assem_8414	NA	NA	c010907	NA	Contig_39306	NA	comp84419_c0_seq1	NA	NA	NA	NA	NA	FX498297.1	NA	NA	NA	c116782_g1_i1	NA	NA	NA	comp244214_c0_seq2
XP_015764246.1	GASU01016811.1	adi_EST_assem_15762	NA	NA	NA	NA	Contig_14047	NA	comp91297_c0_seq1	NA	NA	jgi|Nemve1|96678|e_gw.43.54.1	NA	NA	NA	NA	c22341_g1_i1	NA	NA	NA	NA	NA	NA
XP_015764275.1	NA	adi_EST_assem_1244	NA	NA	c004370	NA	Contig_9246	NA	comp78298_c0_seq1	NA	comp28851_c0_seq1	NA	NA	NA	FX438366.1	NA	NA	NA	c56802_g1_i1	NA	NA	NA	comp257847_c0_seq7
XP_015764277.1	NA	NA	NA	NA	NA	NA	Contig_27988	NA	NA	NA	comp10330_c0_seq10	NA	NA	isotig03385	NA	NA	NA	NA	NA	comp24292_c0_seq2	NA	Spi_isotig05361	NA
XP_015764297.1	GASU01015331.1	adi_EST_assem_9793	NA	NA	c003364	NA	Contig_36467	NA	comp37506_c0_seq1	comp162395_c0_seq1	NA	NA	comp41910_c0_seq1	NA	FX438141.1	NA	NA	NA	c61275_g1_i1	NA	NA	NA	comp254180_c0_seq3
XP_015764299.1	NA	adi_EST_assem_3054	comp20042_c0_seq1	NA	c012090	NA	Contig_738	isotig09509	comp280_c13_seq302	comp19372_c1_seq1	NA	jgi|Nemve1|248242|estExt_fgenesh1_pg.C_4690018	comp39274_c0_seq1	NA	NA	Unigene138778_Mix_Normal_N	NA	bu_91849.1_c619	c60934_g1_i1	comp154205_c0_seq1	comp3179_c0_seq1	Spi_isotig04848	comp263596_c0_seq2
XP_015764300.1	NA	NA	NA	NA	c011673	Locus_9199_Transcript_1/2_Confidence_1.0_Length_1473	Contig_40859	NA	comp49176_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	c51586_g1_i2	comp189666_c0_seq1	comp68009_c0_seq1	NA	NA
XP_015764344.1	GASU01085010.1	NA	comp24888_c0_seq1	NA	NA	Locus_15536_Transcript_1/1_Confidence_1.0_Length_5211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c59065_g1_i1	NA	NA	NA	NA
XP_015764308.1	GASU01030985.1	adi_EST_assem_1612	comp30815_c0_seq2	NA	c013527	NA	Contig_8437	NA	comp6631_c0_seq1	comp68286_c0_seq1	NA	jgi|Nemve1|194889|estExt_GenewiseH_1.C_4370007	comp45258_c0_seq1	NA	FX463179.1	Unigene5507_Mix_Normal_N	NA	bu_91849.1_lrc18813	c50580_g1_i1	comp12259_c0_seq1	comp8463_c0_seq1	Spi_isotig04970	comp260860_c1_seq6
XP_015764313.1	GASU01005294.1	NA	NA	NA	c003623	NA	Contig_24770	NA	comp42767_c0_seq2	comp142408_c0_seq1	NA	jgi|Nemve1|194892|estExt_GenewiseH_1.C_4370010	NA	NA	FX449354.1	NA	NA	NA	c22040_g1_i1	NA	NA	NA	comp198886_c0_seq1
XP_015764315.1	GASU01015214.1	adi_EST_assem_13684	comp6324_c0_seq1	NA	c004543p	NA	Contig_42011	NA	NA	comp5890_c0_seq1	comp28034_c0_seq1	jgi|Nemve1|25811|gw.147.46.1	comp42890_c0_seq1	isotig09809	FX463065.1	Unigene99866_Mix_Normal_N	c5670_g1_i1	bu_91849.1_c19275	c55345_g1_i2	comp55649_c0_seq1	NA	Spi_isotig07203	comp216018_c0_seq2
XP_015764316.1	NA	NA	comp2721_c1_seq1	contig176837	NA	Locus_5700_Transcript_2/3_Confidence_1.0_Length_385	Contig_14846	NA	NA	comp1423_c0_seq2	NA	jgi|Nemve1|170417|estExt_gwp.C_1470068	NA	isotig11291	FX440091.1	Unigene135559_Mix_Normal_N	c10284_g1_i1	NA	c50471_g1_i1	comp1198_c0_seq1	comp897_c0_seq1	Spi_isotig13373	NA
XP_015764326.1	GASU01080409.1	adi_EST_assem_2316	comp240922_c0_seq1	NA	c001357p	NA	Contig_39475	NA	NA	comp169473_c0_seq1	comp35806_c0_seq1	jgi|Nemve1|89916|e_gw.22.15.1	NA	NA	FX442922.1	NA	NA	NA	c54084_g1_i2	NA	comp32569_c0_seq1	NA	comp261037_c3_seq1
XP_015764332.1	GASU01020880.1	adi_EST_assem_11073	NA	NA	NA	NA	F66KHFO02GVZB5	NA	comp280_c13_seq884	comp1003_c9_seq19	comp16204_c0_seq1	NA	comp6311_c0_seq1	NA	NA	Unigene1689_Mix_Normal_N	c15042_g1_i1	NA	NA	comp3050_c0_seq1	NA	Spi_isotig03401	comp257178_c1_seq3
XP_015764333.1	NA	adi_EST_assem_4705	comp86464_c0_seq1	NA	c010260p	NA	Contig_9654	isotig04188	comp48126_c0_seq1	comp13363_c0_seq4	NA	jgi|Nemve1|172658|estExt_gwp.C_2190025	comp74172_c0_seq1	GCKDGN101AN9WG	FX460215.1	NA	c14656_g1_i1	NA	c47936_g1_i1	comp38611_c0_seq1	NA	Spi_isotig07786	NA
XP_015764330.1	NA	adi_EST_assem_4922	NA	contig148169	c010260m	Locus_14138_Transcript_1/1_Confidence_1.0_Length_1089	NA	NA	comp74653_c0_seq2	NA	comp69697_c0_seq1	jgi|Nemve1|227361|fgenesh1_kg.scaffold_219000002	NA	NA	FX454207.1	NA	c15991_g1_i2	bu_91849.1_c23473	c58706_g2_i4	comp129299_c0_seq1	NA	Spi_isotig07420	comp232914_c0_seq1
XP_015764354.1	NA	NA	NA	NA	c037878	NA	NA	NA	comp341777_c0_seq1	NA	comp158471_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c6940	NA	NA	NA	NA	NA
XP_015764419.1	NA	adi_EST_assem_12033	NA	NA	NA	NA	NA	NA	NA	comp157251_c0_seq1	NA	NA	NA	isotig03492	NA	NA	NA	NA	c62610_g1_i2	NA	comp76362_c0_seq1	NA	comp260140_c0_seq4
XP_015764381.1	NA	NA	NA	NA	c013144	NA	NA	NA	NA	comp119864_c0_seq1	NA	jgi|Nemve1|177601|estExt_GenewiseH_1.C_30511	NA	NA	FX474337.1	NA	NA	NA	NA	NA	NA	NA	comp251375_c0_seq2
XP_015764383.1	GASU01015288.1	NA	comp78514_c0_seq1	NA	NA	NA	Contig_828	NA	comp5061_c0_seq12	NA	comp60347_c0_seq2	jgi|Nemve1|94140|e_gw.35.278.1	NA	NA	NA	Unigene117532_Mix_Normal_N	NA	NA	NA	NA	comp3098_c0_seq1	NA	comp241820_c0_seq1
XP_015764382.1	GASU01085952.1	adi_EST_assem_2075	NA	NA	c001410	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX436091.1	NA	NA	NA	c60870_g1_i1	NA	comp66660_c0_seq1	NA	comp101170_c0_seq1
XP_015764384.1	GASU01015164.1	NA	comp31606_c0_seq1	contig204140	c025841	NA	Contig_16004	NA	NA	comp110630_c0_seq1	NA	jgi|Nemve1|80846|e_gw.3.335.1	NA	NA	FX465789.1	Unigene78378_Mix_Normal_N	c14847_g1_i1	bu_91849.1_c23933	c58111_g1_i3	comp37584_c0_seq1	comp8534_c0_seq2	Spi_isotig10307	comp239845_c0_seq2
XP_015764409.1	NA	NA	NA	NA	NA	NA	Contig_41187	NA	NA	NA	NA	NA	NA	NA	FX458954.1	Unigene154764_Mix_Normal_N	NA	bu_91849.1_c1620	c52312_g1_i2	comp21004_c0_seq1	NA	Spi_isotig05632	comp247035_c0_seq1
XP_015764411.1	NA	adi_EST_assem_1569	NA	contig169192	c029583	NA	Contig_7064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764427.1	GASU01080937.1	NA	comp14073_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX465809.1	Unigene126482_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015764428.1	NA	adi_EST_assem_1938	NA	NA	c002940	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX462561.1	NA	NA	NA	c53371_g1_i1	NA	NA	NA	NA
XP_015764437.1	GASU01062921.1	adi_EST_assem_27918	NA	NA	c029085	NA	Contig_26241	G3MV2BB01B0QDV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c50814_g1_i2	NA	NA	NA	comp238641_c0_seq1
XP_015764438.1	GASU01093918.1	adi_EST_assem_14620	NA	NA	c010904	NA	Contig_55	NA	comp19240_c0_seq1	comp104634_c0_seq1	comp76611_c0_seq1	jgi|Nemve1|237765|estExt_fgenesh1_pg.C_10136	NA	NA	FX459923.1	Unigene6719_Mix_Normal_N	NA	bu_91849.1_c17696	c55718_g1_i1	NA	comp25731_c0_seq1	NA	comp256191_c0_seq1
XP_015764471.1	NA	NA	comp34118_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|113757|e_gw.120.12.1	comp10406_c0_seq2	NA	NA	NA	NA	bu_91849.1_c1091	NA	NA	NA	NA	NA
XP_015764483.1	NA	adi_EST_assem_14803	NA	NA	c001721	NA	NA	NA	NA	NA	NA	jgi|Nemve1|205085|fgenesh1_pg.scaffold_56000051	NA	NA	FX443063.1	NA	NA	NA	c59890_g2_i1	NA	NA	NA	comp253037_c0_seq6
XP_015764490.1	NA	adi_EST_assem_5502	NA	NA	c007633	NA	Contig_23877	NA	NA	comp119440_c0_seq1	NA	jgi|Nemve1|236889|estExt_fgenesh1_kg.C_670004	NA	NA	NA	NA	NA	NA	c58193_g2_i1	comp16378_c0_seq1	NA	NA	comp242109_c0_seq3
XP_015764524.1	GASU01070111.1	adi_EST_assem_14488	NA	NA	c011428	NA	Contig_31882	NA	NA	comp7552_c1_seq2	comp78098_c0_seq1	jgi|Nemve1|163982|estExt_gwp.C_450193	NA	NA	FX452890.1	NA	c14095_g1_i2	NA	c57357_g1_i2	comp37103_c0_seq1	comp50415_c0_seq1	Spi_isotig08265	NA
XP_015764530.1	NA	NA	comp44101_c0_seq1	NA	c000434	NA	NA	NA	NA	NA	comp15618_c0_seq1	NA	NA	NA	FX438381.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764501.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp732_c5_seq87	NA	comp32772_c0_seq1	isotig00835	NA	Unigene77304_Mix_Normal_N	NA	NA	NA	comp28383_c0_seq5	comp8756_c0_seq1	NA	NA
XP_015764531.1	GASU01042341.1	NA	NA	NA	NA	NA	Contig_5884	NA	NA	NA	NA	NA	NA	NA	NA	NA	c15977_g1_i2	bu_91849.1_c26693	NA	NA	NA	NA	NA
XP_015764503.1	GASU01092918.1	adi_EST_assem_573	comp103024_c0_seq1	NA	c007972	NA	Contig_25785	isotig17144	comp130207_c0_seq1	comp27513_c0_seq1	NA	jgi|Nemve1|243715|estExt_fgenesh1_pg.C_960051	NA	isotig11981	FX449575.1	Unigene150918_Mix_Normal_N	c12656_g1_i1	bu_91849.1_c4889	c58770_g2_i1	comp172937_c0_seq1	comp160080_c0_seq1	NA	NA
XP_015764533.1	GASU01019983.1	NA	NA	NA	c015283	NA	Contig_9960	NA	NA	comp50365_c0_seq1	NA	NA	NA	NA	FX436908.1	NA	NA	NA	c54073_g1_i2	NA	NA	NA	comp252509_c0_seq10
XP_015764505.1	GASU01015254.1	adi_EST_assem_4293	NA	NA	c002232	NA	NA	NA	NA	NA	comp5822_c0_seq1	NA	comp45062_c0_seq1	NA	FX447679.1	NA	NA	NA	c59869_g1_i2	NA	NA	NA	comp247266_c0_seq1
XP_015764510.1	GASU01012655.1	NA	NA	NA	c022954	NA	Contig_39465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp227858_c0_seq2
XP_015764511.1	NA	NA	comp22285_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|83635|e_gw.8.49.1	NA	NA	FX436764.1	NA	NA	NA	c61441_g1_i4	NA	NA	NA	NA
XP_015764541.1	GASU01014772.1	adi_EST_assem_659	NA	NA	c001664	NA	Contig_29460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764542.1	GASU01015377.1	adi_EST_assem_6015	NA	NA	c009204	NA	Contig_35560	isotig10731	NA	NA	comp4750_c1_seq1	jgi|Nemve1|241439|estExt_fgenesh1_pg.C_450067	comp38708_c0_seq1	NA	NA	Unigene125717_Mix_Normal_N	c3190_g1_i1	bu_91849.1_c893	c51767_g1_i1	comp9834_c0_seq1	comp25991_c0_seq1	NA	NA
XP_015764555.1	NA	NA	comp23831_c1_seq1	contig145110	c014272	Locus_16159_Transcript_1/1_Confidence_1.0_Length_1629	NA	NA	NA	NA	NA	jgi|Nemve1|110858|e_gw.102.51.1	comp48148_c0_seq1	NA	NA	Unigene18463_Mix_Normal_N	NA	NA	c53535_g2_i1	NA	NA	NA	comp245040_c1_seq2
XP_015764554.1	NA	adi_EST_assem_3331	NA	NA	c015397	NA	Contig_23301	NA	comp3562_c0_seq2	NA	NA	NA	NA	NA	FX452832.1	NA	NA	NA	c53535_g2_i2	comp15879_c0_seq4	NA	NA	comp245040_c1_seq1
XP_015764558.1	GASU01070607.1	NA	NA	NA	c006301	NA	NA	NA	comp17285_c0_seq2	NA	NA	NA	NA	NA	FX459059.1	NA	NA	NA	c58266_g1_i3	NA	NA	NA	comp250364_c1_seq5
XP_015764561.1	NA	NA	comp19777_c0_seq1	NA	c008927	NA	Contig_13648	NA	NA	NA	NA	jgi|Nemve1|90575|e_gw.24.203.1	NA	NA	FX436944.1	Unigene17779_Mix_Normal_N	NA	NA	c57672_g1_i2	NA	comp27040_c0_seq1	Spi_isotig02292	comp232796_c0_seq1
XP_015764560.1	GASU01081346.1	adi_EST_assem_12268	NA	NA	c010538	NA	Contig_8771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257968_c1_seq2
XP_015764578.1	GASU01014186.1	adi_EST_assem_1709	NA	NA	c002584	NA	NA	NA	NA	comp17302_c0_seq1	comp10643_c0_seq2	jgi|Nemve1|241554|estExt_fgenesh1_pg.C_470053	NA	NA	NA	Unigene17202_Mix_Normal_N	NA	NA	c57257_g1_i3	NA	NA	Spi_isotig04751	comp257826_c0_seq2
XP_015764588.1	NA	NA	NA	NA	c009219	NA	Contig_18177	NA	comp2172_c1_seq4	NA	NA	NA	NA	isotig09724	NA	NA	NA	bu_91849.1_c2632	NA	comp3397_c0_seq1	NA	NA	NA
XP_015764627.1	GASU01092225.1	NA	NA	NA	NA	NA	Contig_36280	NA	NA	comp165163_c0_seq1	NA	NA	NA	NA	FX453190.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764646.1	GASU01021891.1	adi_EST_assem_15180	NA	NA	c003951	NA	NA	NA	comp47405_c0_seq1	NA	comp19753_c1_seq2	jgi|Nemve1|228040|fgenesh1_pm.scaffold_5000028	NA	NA	FX452660.1	NA	NA	NA	NA	NA	comp26866_c0_seq1	NA	comp255815_c1_seq2
XP_015764658.1	GASU01020450.1	adi_EST_assem_9397	comp6983_c0_seq1	NA	c014614	NA	NA	isotig11337	NA	comp1523_c0_seq1	NA	NA	NA	isotig03804	FX454538.1	NA	NA	NA	c26762_g1_i1	comp71585_c0_seq1	NA	Spi_isotig05647	comp186909_c0_seq1
XP_015764665.1	GASU01071448.1	adi_EST_assem_7990	comp20861_c0_seq2	NA	c010696	NA	Contig_37493	NA	NA	comp170580_c0_seq1	comp75507_c0_seq1	jgi|Nemve1|188264|estExt_GenewiseH_1.C_1190009	comp60412_c0_seq1	NA	FX802392.1	NA	NA	NA	NA	NA	NA	NA	comp229901_c0_seq2
XP_015764668.1	NA	NA	NA	NA	NA	NA	Contig_28020	NA	NA	comp122815_c0_seq1	comp19200_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c55527_g1_i1	NA	NA	Spi_isotig05684	comp262088_c0_seq3
