AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015751422.1	NA	adi_EST_assem_5928	NA	NA	NA	NA	NA	NA	comp2022_c1_seq1	NA	NA	NA	NA	NA	FX502313.1	NA	NA	NA	c60313_g1_i8	NA	NA	Spi_contig00834	NA
XP_015751423.1	NA	NA	NA	NA	c002932	NA	Contig_35964	NA	NA	NA	NA	NA	NA	NA	NA	Unigene46662_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015757257.1	NA	adi_EST_assem_5728	comp70852_c0_seq1	NA	c009822	NA	NA	NA	comp22089_c0_seq1	NA	NA	jgi|Nemve1|241427|estExt_fgenesh1_pg.C_450030	NA	NA	NA	NA	NA	bu_91849.1_c21869	c57383_g1_i1	NA	comp34123_c0_seq2	NA	comp262265_c0_seq15
XP_015747803.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp53300_c0_seq1	NA	NA	NA	NA	NA	Unigene146139_Mix_Normal_N	c16973_g1_i1	NA	NA	NA	NA	NA	comp258385_c0_seq6
XP_015764940.1	GASU01005915.1	adi_EST_assem_7039	NA	NA	c001569p	NA	Contig_9552	NA	comp5135_c0_seq2	NA	comp30270_c0_seq2	NA	comp38270_c0_seq1	NA	NA	Unigene99197_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp255439_c0_seq2
XP_015770261.1	GASU01084537.1	adi_EST_assem_1118	NA	NA	c012362p	NA	Contig_12082	NA	NA	comp12130_c0_seq1	comp75089_c0_seq3	NA	NA	NA	FX460203.1	NA	NA	NA	c55676_g2_i1	comp110273_c0_seq1	NA	NA	comp213016_c0_seq2
XP_015761927.1	NA	adi_EST_assem_4801	NA	NA	c006143	NA	Contig_36656	NA	comp28403_c0_seq1	NA	NA	jgi|Nemve1|175156|estExt_gwp.C_3650008	NA	NA	FX453329.1	NA	NA	bu_91849.1_c18534	c59049_g1_i1	NA	NA	NA	comp257774_c0_seq1
XP_015777607.1	GASU01040299.1	adi_EST_assem_1206	NA	NA	c007377	NA	Contig_25225	NA	NA	comp133198_c0_seq1	comp36235_c0_seq1	jgi|Nemve1|158506|estExt_gwp.C_40124	NA	NA	FX453089.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015759692.1	NA	adi_EST_assem_3884	NA	NA	c003106	NA	NA	NA	comp14182_c0_seq1	NA	NA	NA	NA	NA	FX439311.1	NA	NA	NA	c57302_g1_i1	NA	NA	NA	comp239526_c0_seq2
XP_015779276.1	GASU01081331.1	NA	NA	NA	c010230	NA	Contig_7293	NA	comp11196_c0_seq4	comp248_c91_seq152	NA	NA	comp45362_c0_seq2	NA	FX460452.1	Unigene17634_Mix_Normal_N	c17381_g1_i1	NA	NA	NA	comp855_c16_seq26	NA	comp257649_c0_seq3
XP_015754216.1	GASU01003681.1	NA	NA	NA	c036347	Locus_14670_Transcript_2/2_Confidence_1.0_Length_660	NA	NA	NA	NA	NA	jgi|Nemve1|171063|estExt_gwp.C_1660097	NA	NA	NA	NA	NA	bu_91849.1_c45320	NA	NA	comp5611_c0_seq1	Spi_isotig11332	comp149454_c0_seq1
XP_015762980.1	GASU01084597.1	adi_EST_assem_2662	comp8448_c0_seq2	NA	c005671p	Locus_11916_Transcript_1/1_Confidence_1.0_Length_1302	Contig_38531	NA	NA	NA	NA	NA	comp28949_c0_seq1	NA	FX504612.1	Unigene136844_Mix_Normal_N	c17616_g1_i3	bu_91849.1_c18408	c56438_g1_i1	NA	comp4433_c1_seq1	Spi_isotig05715	comp263453_c0_seq1
XP_015771734.1	GASU01021917.1	NA	NA	NA	c007472	NA	Contig_24510	NA	comp19738_c0_seq2	NA	NA	jgi|Nemve1|106275|e_gw.80.23.1	NA	NA	NA	NA	NA	NA	c56368_g1_i1	NA	NA	NA	NA
XP_015766058.1	NA	NA	NA	NA	c007595	NA	NA	NA	NA	NA	NA	jgi|Nemve1|240563|estExt_fgenesh1_pg.C_310057	NA	NA	FX437070.1	NA	NA	NA	NA	NA	NA	NA	comp260523_c0_seq1
XP_015760766.1	NA	NA	NA	NA	c015245	NA	NA	NA	NA	comp2899_c0_seq1	NA	NA	NA	NA	NA	Unigene54835_Mix_Normal_N	NA	NA	NA	NA	comp88473_c0_seq1	NA	NA
XP_015760765.1	GASU01085384.1	adi_EST_assem_11125	NA	NA	c016093	NA	Contig_7202	NA	NA	NA	NA	jgi|Nemve1|235248|estExt_fgenesh1_pm.C_1160007	comp37413_c0_seq1	NA	FX445441.1	NA	NA	NA	NA	NA	NA	NA	comp252302_c0_seq4
XP_015776027.1	NA	NA	comp120_c0_seq1	NA	c005836	Locus_1815_Transcript_2/7_Confidence_1.0_Length_1433	Contig_14289	isotig10887	NA	NA	comp143_c2_seq3	jgi|Nemve1|237519|estExt_fgenesh1_kg.C_3030001	NA	NA	FX438882.1	NA	c13122_g1_i1	NA	NA	comp630_c0_seq1	NA	Spi_isotig07181	NA
XP_015756890.1	GASU01004175.1	adi_EST_assem_14208	NA	NA	NA	NA	NA	NA	comp21484_c1_seq1	comp17750_c0_seq1	NA	NA	NA	NA	FX459497.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015761687.1	GASU01080022.1	adi_EST_assem_1773	comp5991_c0_seq5	NA	NA	NA	NA	isotig00379	NA	NA	NA	NA	NA	NA	FX454743.1	Unigene12930_Mix_Normal_N	c9496_g1_i1	bu_91849.1_c25163	c50071_g1_i1	comp10915_c0_seq2	NA	Spi_isotig09573	NA
XP_015778653.1	NA	adi_EST_assem_2435	comp48294_c0_seq1	NA	c007752	NA	Contig_24443	NA	NA	NA	NA	jgi|Nemve1|241362|estExt_fgenesh1_pg.C_440053	NA	NA	FX462450.1	NA	NA	NA	c57761_g1_i10	NA	NA	NA	comp259965_c1_seq4
XP_015778767.1	GASU01079572.1	adi_EST_assem_9704	comp110492_c0_seq1	NA	c011282	NA	Contig_24746	NA	comp72106_c0_seq2	comp47650_c0_seq1	NA	NA	NA	NA	FX452998.1	NA	NA	bu_91849.1_c23259	c55116_g1_i3	NA	NA	Spi_isotig06770	NA
XP_015758815.1	NA	adi_EST_assem_11351	NA	contig90452	c016637	Locus_10804_Transcript_1/1_Confidence_1.0_Length_510	Contig_15965	isotig10487	NA	NA	NA	jgi|Nemve1|215929|fgenesh1_pg.scaffold_243000023	NA	NA	NA	NA	c5359_g1_i1	NA	c45901_g1_i1	comp25374_c0_seq1	NA	NA	comp251684_c0_seq1
XP_015752541.1	GASU01031585.1	NA	NA	NA	c002565	NA	NA	NA	NA	NA	comp64670_c0_seq1	NA	NA	NA	FX453172.1	Unigene20153_Mix_Normal_N	c13119_g1_i1	NA	c55249_g2_i1	NA	NA	NA	NA
XP_015779518.1	GASU01080217.1	adi_EST_assem_11179	comp47256_c0_seq1	NA	c015673	NA	Contig_4850	NA	comp7663_c0_seq1	NA	NA	jgi|Nemve1|190793|estExt_GenewiseH_1.C_1810106	comp41660_c0_seq1	isotig04115	FX502208.1	NA	NA	NA	c57938_g4_i1	NA	comp5206_c0_seq1	NA	comp241184_c0_seq2
XP_015748494.1	GASU01080591.1	adi_EST_assem_6717	NA	NA	NA	NA	Contig_36148	NA	NA	NA	NA	jgi|Nemve1|165217|estExt_gwp.C_580002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015748499.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX436354.1	Unigene81862_Mix_Normal_N	NA	NA	c53486_g1_i3	NA	NA	NA	comp247093_c0_seq1
XP_015770756.1	GASU01070640.1	NA	comp45706_c0_seq1	NA	c002784	Locus_4501_Transcript_1/1_Confidence_1.0_Length_1698	NA	NA	comp5358_c0_seq10	NA	comp36787_c0_seq1	jgi|Nemve1|103056|e_gw.67.40.1	NA	NA	NA	NA	NA	NA	c60223_g1_i4	NA	NA	NA	comp256469_c0_seq14
XP_015761514.1	NA	adi_EST_assem_2801	NA	NA	c008275	Locus_4479_Transcript_1/10_Confidence_1.0_Length_8753	Contig_10865	NA	NA	NA	NA	NA	comp43513_c1_seq1	NA	FX451721.1	Unigene17949_Mix_Normal_N	NA	NA	c60897_g1_i1	NA	comp2631_c0_seq4	Spi_isotig02258	NA
XP_015748740.1	GASU01040886.1	NA	NA	NA	NA	Locus_10211_Transcript_1/1_Confidence_1.0_Length_1119	Contig_31857	NA	comp113739_c0_seq1	NA	comp42110_c0_seq2	NA	NA	NA	FX502148.1	Unigene6601_Mix_Normal_N	NA	NA	c60017_g1_i3	NA	NA	NA	NA
XP_015780341.1	NA	NA	NA	NA	c000356	NA	NA	NA	NA	NA	NA	jgi|Nemve1|10112|gw.209.7.1	comp33519_c0_seq1	NA	FX449745.1	NA	NA	NA	c61794_g2_i4	NA	NA	NA	comp254701_c0_seq4
XP_015765747.1	GASU01070018.1	NA	NA	NA	c020742	NA	Contig_16809	NA	NA	comp10484_c0_seq1	comp36511_c0_seq3	NA	NA	NA	FX504932.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755255.1	NA	adi_EST_assem_9967	NA	NA	c018115	NA	Contig_2636	NA	NA	NA	NA	NA	NA	NA	FX466682.1	NA	NA	NA	NA	NA	NA	Spi_isotig01177	NA
XP_015774951.1	GASU01081242.1	adi_EST_assem_92	NA	NA	c005142	NA	NA	isotig09461	NA	NA	NA	jgi|Nemve1|163878|estExt_gwp.C_440168	NA	NA	NA	NA	NA	NA	NA	NA	comp42178_c0_seq1	NA	NA
XP_015780141.1	GASU01030366.1	adi_EST_assem_2098	NA	NA	c006118	NA	Contig_2832	isotig09337	NA	NA	NA	NA	comp11284_c0_seq1	NA	NA	Unigene46594_Mix_Normal_N	NA	NA	c54485_g1_i1	NA	NA	NA	NA
XP_015751453.1	NA	adi_EST_assem_13083	NA	NA	c008429	NA	NA	NA	NA	comp16666_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015768991.1	NA	adi_EST_assem_6223	comp34430_c0_seq2	NA	c006116	Locus_7542_Transcript_1/2_Confidence_1.0_Length_2028	Contig_35472	NA	NA	NA	comp42732_c0_seq2	jgi|Nemve1|167625|estExt_gwp.C_910013	comp71208_c0_seq1	NA	FX454801.1	NA	c11874_g1_i1	NA	c54651_g1_i3	comp85875_c0_seq1	comp91493_c0_seq1	NA	NA
XP_015763978.1	NA	NA	NA	NA	NA	NA	NA	NA	comp139860_c0_seq1	comp33698_c0_seq1	NA	NA	NA	isotig03751	FX439842.1	NA	NA	bu_91849.1_c20849	c42295_g1_i2	NA	NA	Spi_isotig06998	comp249782_c0_seq2
XP_015772722.1	GASU01079828.1	adi_EST_assem_2879	NA	NA	c012681	NA	Contig_35563	isotig11056	NA	comp56130_c0_seq1	comp55996_c0_seq1	NA	comp36446_c0_seq1	NA	FX441881.1	NA	NA	NA	NA	comp31689_c0_seq1	NA	NA	NA
XP_015751595.1	GASU01086039.1	adi_EST_assem_15351	comp59784_c0_seq1	NA	c010906	NA	Contig_3040	NA	NA	comp78041_c0_seq1	NA	jgi|Nemve1|130406|e_gw.279.13.1	NA	NA	FX492252.1	NA	NA	bu_91849.1_c18196	NA	NA	NA	Spi_isotig05196	comp233186_c0_seq1
XP_015747197.1	GASU01020265.1	adi_EST_assem_9910	comp209579_c0_seq1	NA	NA	NA	Contig_22477	NA	comp9089_c0_seq1	NA	comp53917_c0_seq2	jgi|Nemve1|186779|estExt_GenewiseH_1.C_890109	NA	isotig01865	FX455224.1	Unigene115531_Mix_Normal_N	c10356_g1_i1	NA	NA	comp21158_c0_seq2	comp59180_c0_seq1	Spi_isotig10073	comp223541_c0_seq3
XP_015753638.1	GASU01004828.1	NA	NA	NA	c002678p	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX437427.1	NA	NA	NA	c57265_g3_i1	NA	NA	NA	NA
XP_015751312.1	GASU01083609.1	NA	NA	NA	c006788	NA	NA	NA	NA	comp3497_c0_seq1	NA	jgi|Nemve1|237013|estExt_fgenesh1_kg.C_890010	NA	NA	NA	Unigene17610_Mix_Normal_N	c10999_g1_i1	NA	NA	NA	NA	NA	NA
XP_015775784.1	GASU01084281.1	adi_EST_assem_7253	NA	NA	c003769	NA	NA	NA	comp8452_c0_seq1	NA	NA	jgi|Nemve1|185581|estExt_GenewiseH_1.C_730050	NA	NA	FX490488.1	NA	NA	NA	c60930_g4_i2	NA	NA	NA	comp247455_c0_seq1
XP_015763152.1	NA	adi_EST_assem_9249	comp14063_c1_seq1	NA	c001732	Locus_2629_Transcript_1/2_Confidence_1.0_Length_3968	NA	NA	NA	NA	comp19579_c2_seq4	jgi|Nemve1|211927|fgenesh1_pg.scaffold_146000026	NA	NA	FX452999.1	NA	NA	NA	NA	NA	NA	NA	comp261834_c0_seq1
XP_015752787.1	GASU01031125.1	adi_EST_assem_6790	comp40113_c0_seq1	NA	c015286	NA	NA	isotig10751	comp3348_c0_seq1	comp44196_c0_seq1	NA	jgi|Nemve1|101531|e_gw.61.256.1	comp46324_c0_seq4	NA	FX502381.1	Unigene18470_Mix_Normal_N	NA	NA	NA	comp8674_c0_seq1	comp18946_c0_seq1	Spi_isotig12242	comp242189_c0_seq1
XP_015763429.1	NA	adi_EST_assem_20146	NA	NA	NA	NA	Contig_473	NA	NA	comp6720_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp9203_c1_seq1	Spi_isotig06210	NA
XP_015763428.1	NA	NA	NA	NA	c017277	NA	NA	NA	comp164292_c0_seq1	NA	NA	NA	NA	NA	FX442786.1	Unigene137125_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015771863.1	GASU01031224.1	adi_EST_assem_614	NA	NA	c004366	NA	NA	NA	NA	NA	NA	jgi|Nemve1|113802|e_gw.120.2.1	NA	isotig03471	FX437981.1	NA	NA	bu_91849.1_c6525	c59707_g1_i1	comp8941_c0_seq1	NA	Spi_isotig04994	NA
XP_015763959.1	GASU01085350.1	adi_EST_assem_5295	NA	NA	c003584m	NA	Contig_3502	NA	comp280_c13_seq397	comp223737_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp179426_c0_seq1	NA	NA	comp248250_c0_seq3
XP_015761156.1	NA	adi_EST_assem_16505	NA	NA	c015942	NA	Contig_37778	NA	NA	comp14973_c0_seq1	comp19024_c0_seq2	NA	comp43576_c0_seq1	NA	FX436762.1	Unigene77908_Mix_Normal_N	c13490_g1_i1	NA	c56397_g1_i1	NA	comp19956_c0_seq5	Spi_isotig06386	comp249430_c0_seq1
XP_015761496.1	NA	adi_EST_assem_13876	NA	contig145260	c020289	Locus_13432_Transcript_1/1_Confidence_1.0_Length_2329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp3708_c2_seq39	NA	NA	NA
XP_015761494.1	GASU01094476.1	adi_EST_assem_11583	NA	NA	c006272	NA	Contig_26231	NA	NA	NA	NA	jgi|Nemve1|86755|e_gw.14.263.1	NA	NA	FX447708.1	NA	NA	NA	c59970_g1_i3	NA	NA	NA	comp241622_c0_seq1
XP_015779526.1	NA	adi_EST_assem_8377	comp21992_c0_seq1	NA	c001566	NA	Contig_9789	NA	NA	NA	comp15123_c0_seq2	NA	NA	NA	FX435616.1	NA	NA	NA	c58936_g1_i2	NA	NA	NA	NA
XP_015769641.1	GASU01069943.1	adi_EST_assem_282	NA	NA	NA	Locus_8220_Transcript_1/1_Confidence_1.0_Length_2784	NA	NA	NA	NA	NA	NA	NA	NA	FX452865.1	NA	NA	NA	c56915_g11_i1	NA	NA	NA	NA
XP_015759266.1	GASU01015437.1	adi_EST_assem_9950	NA	NA	c011602	NA	Contig_6215	isotig09430	NA	NA	NA	jgi|Nemve1|215693|fgenesh1_pg.scaffold_235000015	comp41585_c0_seq1	NA	NA	Unigene116613_Mix_Normal_N	NA	NA	c53035_g1_i1	comp2475_c0_seq1	NA	Spi_isotig06843	NA
XP_015769901.1	NA	NA	NA	NA	c012097	Locus_8082_Transcript_1/1_Confidence_1.0_Length_1931	Contig_7759	isotig10938	NA	NA	NA	jgi|Nemve1|214798|fgenesh1_pg.scaffold_210000018	comp25037_c0_seq2	NA	FX452395.1	Unigene127183_Mix_Normal_N	NA	bu_91849.1_c17845	c55277_g1_i2	comp6767_c0_seq1	NA	NA	NA
XP_015769911.1	GASU01021941.1	adi_EST_assem_25019	NA	NA	c010687	NA	Contig_36852	NA	comp96111_c0_seq1	NA	NA	NA	NA	NA	FX461090.1	NA	NA	NA	c55636_g3_i1	NA	NA	NA	comp246959_c0_seq1
XP_015773223.1	NA	NA	NA	NA	NA	Locus_16077_Transcript_1/1_Confidence_1.0_Length_2240	NA	NA	NA	NA	NA	NA	NA	NA	FX436107.1	NA	NA	bu_91849.1_c4200	c43264_g1_i1	NA	NA	NA	NA
XP_015772005.1	GASU01026401.1	adi_EST_assem_18773	NA	NA	c013319	Locus_14945_Transcript_1/1_Confidence_1.0_Length_783	Contig_2110	NA	comp28520_c0_seq1	comp5499_c0_seq1	NA	jgi|Nemve1|244799|estExt_fgenesh1_pg.C_1340021	NA	NA	FX504802.1	Unigene15689_Mix_Normal_N	c15895_g1_i1	NA	c55547_g1_i3	NA	comp22374_c0_seq1	NA	NA
XP_015752244.1	GASU01015762.1	adi_EST_assem_7084	comp43041_c0_seq1	NA	c013078	Locus_13278_Transcript_1/1_Confidence_1.0_Length_1979	Contig_11749	isotig11279	NA	NA	comp12786_c0_seq2	jgi|Nemve1|235689|estExt_fgenesh1_pm.C_2050006	NA	NA	FX436689.1	Unigene148417_Mix_Normal_N	NA	NA	c52326_g1_i2	comp8778_c0_seq1	comp44327_c0_seq1	Spi_isotig05119	NA
XP_015768443.1	GASU01040016.1	NA	NA	NA	c021614	NA	Contig_30558	NA	comp73971_c0_seq1	comp14373_c0_seq1	NA	jgi|Nemve1|185153|estExt_GenewiseH_1.C_660151	NA	NA	FX504756.1	NA	NA	NA	c61206_g2_i1	NA	comp59943_c0_seq1	Spi_isotig02102	NA
XP_015769393.1	GASU01014757.1	adi_EST_assem_8310	NA	contig167190	c009269	Locus_9518_Transcript_1/1_Confidence_1.0_Length_1556	Contig_8162	NA	comp19997_c0_seq1	comp6708_c0_seq1	comp2314_c0_seq1	NA	comp37111_c0_seq1	isotig05199	FX503109.1	Unigene136282_Mix_Normal_N	NA	bu_91849.1_c157	c49020_g1_i3	comp34282_c0_seq1	NA	Spi_isotig05390	comp237237_c0_seq3
XP_015757345.1	GASU01084021.1	adi_EST_assem_4074	comp41369_c0_seq1	NA	c003682	NA	NA	NA	comp51054_c0_seq1	NA	comp40185_c0_seq1	NA	NA	NA	FX453308.1	NA	NA	NA	c56792_g1_i2	NA	comp27533_c0_seq9	NA	comp261445_c0_seq2
XP_015771655.1	GASU01015650.1	adi_EST_assem_3506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp46758_c0_seq17	NA	FX468000.1	NA	NA	NA	c51887_g1_i1	comp133988_c0_seq2	NA	NA	NA
XP_015752365.1	GASU01003992.1	NA	NA	NA	c015596	Locus_7551_Transcript_1/1_Confidence_1.0_Length_830	Contig_13086	NA	NA	NA	comp99649_c0_seq1	jgi|Nemve1|240712|estExt_fgenesh1_pg.C_330042	NA	NA	FX438265.1	NA	NA	NA	c49827_g1_i1	comp55203_c0_seq1	NA	Spi_isotig08228	comp256197_c0_seq1
XP_015751751.1	GASU01070027.1	adi_EST_assem_7128	NA	NA	c007250	NA	Contig_13169	NA	NA	comp58641_c0_seq1	comp96340_c0_seq2	NA	NA	NA	NA	NA	c20717_g1_i1	NA	c50832_g1_i2	NA	comp170452_c0_seq1	NA	NA
XP_015760993.1	GASU01015817.1	adi_EST_assem_10325	NA	NA	NA	Locus_13435_Transcript_1/1_Confidence_1.0_Length_972	Contig_17847	isotig14052	comp59594_c1_seq1	comp4086_c0_seq1	comp7655_c0_seq3	jgi|Nemve1|238856|estExt_fgenesh1_pg.C_90049	NA	NA	FX496465.1	NA	NA	bu_91849.1_c20336	c61757_g4_i1	NA	NA	NA	NA
XP_015779257.1	GASU01020852.1	NA	NA	NA	c008397	NA	NA	NA	NA	NA	NA	jgi|Nemve1|245520|estExt_fgenesh1_pg.C_1640033	NA	NA	NA	Unigene73518_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015747918.1	GASU01041501.1	NA	NA	NA	c004945	NA	Contig_19243	NA	NA	NA	comp102791_c0_seq1	jgi|Nemve1|233531|fgsh_est.C_scaffold_262000004	NA	NA	FX440065.1	NA	NA	NA	NA	NA	comp17600_c0_seq1	NA	comp255255_c0_seq2
XP_015780599.1	NA	NA	NA	NA	NA	Locus_15264_Transcript_1/1_Confidence_1.0_Length_1620	NA	NA	NA	comp45924_c0_seq3	NA	NA	NA	NA	FX463846.1	NA	NA	NA	c62913_g2_i1	NA	comp2698_c0_seq7	NA	NA
XP_015780931.1	NA	adi_EST_assem_13017	NA	NA	NA	NA	Contig_16953	NA	comp41032_c0_seq1	comp75391_c0_seq2	NA	jgi|Nemve1|143097|e_gw.739.12.1	NA	NA	FX461417.1	NA	NA	NA	c54707_g1_i1	NA	NA	NA	comp256951_c0_seq1
XP_015769470.1	NA	NA	NA	NA	NA	Locus_16026_Transcript_1/1_Confidence_1.0_Length_2994	NA	NA	comp7889_c0_seq1	NA	NA	NA	comp46680_c0_seq1	NA	FX459475.1	Unigene34274_Mix_Normal_N	NA	NA	c58200_g1_i2	NA	comp19228_c0_seq1	NA	comp262662_c0_seq2
XP_015766249.1	GASU01040324.1	NA	comp23931_c0_seq1	NA	c015692	NA	Contig_11320	isotig13163	comp98925_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c10114_g1_i1	NA	c56225_g1_i2	comp41063_c0_seq1	NA	NA	NA
XP_015767293.1	NA	NA	NA	NA	c003440	NA	NA	NA	NA	NA	NA	jgi|Nemve1|107726|e_gw.87.8.1	NA	NA	FX439614.1	NA	NA	NA	c59365_g2_i5	NA	NA	NA	comp257610_c0_seq1
XP_015773296.1	GASU01005314.1	NA	NA	NA	c005067	Locus_14234_Transcript_1/2_Confidence_1.0_Length_1935	NA	NA	comp40065_c0_seq1	NA	NA	NA	NA	NA	FX437578.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015760352.1	NA	adi_EST_assem_446	NA	NA	c005444	NA	Contig_29445	NA	NA	comp6440_c0_seq1	NA	NA	NA	NA	FX437894.1	NA	NA	NA	c58248_g2_i2	NA	NA	NA	comp249805_c0_seq1
XP_015779838.1	NA	adi_EST_assem_10659	NA	NA	c010675	NA	Contig_22381	NA	comp91802_c0_seq1	comp157767_c0_seq1	comp32109_c0_seq9	jgi|Nemve1|99661|e_gw.53.58.1	comp100858_c0_seq1	NA	FX462057.1	Unigene53043_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp256146_c0_seq10
XP_015756537.1	GASU01031885.1	adi_EST_assem_8079	NA	contig60554_109491	c016166	NA	Contig_35719	NA	NA	NA	NA	NA	comp40512_c0_seq1	NA	NA	NA	NA	bu_91849.1_c10982	NA	comp46276_c0_seq1	NA	Spi_isotig06347	comp226336_c0_seq1
XP_015759113.1	GASU01017179.1	adi_EST_assem_9986	NA	NA	NA	NA	Contig_11363	NA	NA	comp5141_c0_seq9	comp46497_c0_seq2	jgi|Nemve1|235970|estExt_fgenesh1_pm.C_3070003	NA	NA	FX456439.1	NA	NA	NA	NA	comp16689_c0_seq1	NA	NA	NA
XP_015773879.1	NA	NA	NA	NA	c004008	NA	NA	NA	NA	comp4194_c0_seq8	NA	NA	NA	NA	FX461152.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015754224.1	GASU01005856.1	adi_EST_assem_4151	comp61512_c0_seq1	NA	NA	NA	Contig_3853	NA	comp5898_c0_seq1	NA	comp22766_c0_seq2	jgi|Nemve1|125694|e_gw.222.13.1	NA	NA	FX438168.1	NA	NA	NA	NA	NA	comp27332_c0_seq1	NA	NA
XP_015779349.1	GASU01015395.1	NA	NA	NA	c010982	NA	Contig_17303	NA	NA	NA	NA	NA	comp43170_c0_seq1	NA	FX436070.1	Unigene115771_Mix_Normal_N	NA	NA	c57577_g1_i1	NA	NA	NA	comp260122_c1_seq5
XP_015758901.1	GASU01005478.1	NA	NA	NA	c004394	NA	NA	NA	NA	comp88251_c0_seq2	NA	jgi|Nemve1|209460|fgenesh1_pg.scaffold_106000044	NA	NA	FX435260.1	NA	NA	NA	c57660_g1_i1	NA	NA	NA	comp252063_c0_seq4
XP_015757692.1	GASU01087220.1	adi_EST_assem_2683	NA	NA	c009919	NA	Contig_28419	NA	NA	NA	comp180843_c0_seq1	NA	NA	isotig06221	NA	NA	NA	NA	c60802_g2_i5	NA	NA	NA	comp229947_c0_seq3
XP_015760936.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp88508_c0_seq1	comp26261_c0_seq1	NA	NA	NA	FX437567.1	NA	NA	NA	c54083_g2_i4	NA	NA	NA	comp254279_c0_seq3
XP_015762684.1	GASU01069576.1	adi_EST_assem_12136	NA	NA	c006512p	NA	NA	isotig11876	NA	NA	NA	jgi|Nemve1|136943|e_gw.386.16.1	NA	NA	FX448219.1	NA	c32646_g1_i1	NA	c51818_g1_i2	NA	NA	NA	comp215094_c0_seq1
XP_015776782.1	NA	adi_EST_assem_8112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX469725.1	NA	NA	NA	c49893_g2_i1	NA	NA	NA	comp251252_c0_seq1
XP_015754913.1	GASU01070267.1	adi_EST_assem_7266	NA	NA	c005999	Locus_2995_Transcript_1/1_Confidence_1.0_Length_1617	Contig_20134	NA	comp3701_c0_seq1	NA	NA	NA	NA	NA	FX439910.1	NA	NA	NA	c48946_g1_i1	NA	NA	NA	comp242137_c0_seq3
XP_015756426.1	GASU01048062.1	NA	NA	NA	c011087	NA	Contig_10169	NA	NA	NA	NA	jgi|Nemve1|240131|estExt_fgenesh1_pg.C_250039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015762983.1	GASU01041015.1	NA	NA	NA	c007400	NA	Contig_38518	NA	comp26077_c0_seq1	comp8935_c0_seq1	NA	NA	comp42420_c0_seq1	isotig03727	FX448421.1	Unigene148403_Mix_Normal_N	NA	NA	c30530_g1_i1	NA	NA	NA	comp244507_c0_seq1
XP_015766601.1	GASU01015302.1	adi_EST_assem_4707	NA	NA	NA	NA	Contig_9270	NA	NA	NA	NA	NA	NA	isotig13220	NA	NA	NA	NA	NA	NA	comp1983_c1_seq1	NA	NA
XP_015772164.1	GASU01085704.1	adi_EST_assem_7038	NA	NA	c003681	NA	NA	NA	NA	NA	NA	NA	comp43997_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015768915.1	GASU01004861.1	NA	NA	NA	c003468	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX441315.1	NA	NA	NA	NA	NA	comp54327_c0_seq1	NA	comp257580_c0_seq3
XP_015753771.1	NA	NA	NA	NA	c003393	NA	NA	NA	NA	NA	comp7131_c0_seq7	NA	NA	NA	FX497386.1	NA	NA	NA	c53336_g3_i1	NA	NA	NA	comp256860_c0_seq1
